Length (major axis),Width (minor axis),Thickness (depth),Area,Perimeter,Roundness,Solidity,Compactness,Aspect Ratio,Eccentricity,Extent,Convex hull(convex area),Type
-0.2561397843,-0.0909407008,-0.479130741,-0.9179394779,-1.124739862,-0.5333234558,0.5726746466,-0.6171272184,-0.7094787849,-0.655013992,-0.5280113198,-0.9515809296,1
1.8933883488,-0.2219175602,-0.9005943086,0.0801516803,0.5787395257,-2.3399810922,0.23389009,0.4942996591,2.570914116,2.231811514,-0.6055881758,0.0713683157,0
0.071753241,0.7679532342,0.4991373934,1.2689593068,1.297667188,1.5152012288,-0.306103534,0.2030499339,-1.2664555613,-1.5152327544,0.0050619953,1.3483781745,2
0.784363437,1.0295714864,-0.165379005,1.9132049666,1.1570298028,1.2133908122,0.3209336313,-0.3516967754,-0.523884662,-0.3878733768,1.1747714769,1.8888607574,1
-1.4206181279,-1.1729977254,-0.7203336954,-0.1653712284,-0.613172551,1.6421205177,0.89730345,-0.7605916292,-1.3641238455,-1.6959678207,0.9305274462,-0.2266455591,2
-0.9360852268,-1.3908545564,-0.3668330743,-0.1850122377,-0.0199719311,0.7366214731,-0.0010837165,-0.0279098829,0.2063331242,0.4871889425,-1.2792073188,-0.1850075275,0
-0.8106036742,-0.6183454057,-0.6280126657,0.1829690659,-0.2907416157,1.5669418,0.8392065782,-0.7342464275,-1.1385359466,-1.2959631809,0.80192302,0.1148997575,2
0.1738649258,-0.2248797079,-0.5160934043,-0.9817252615,-1.2187507379,-0.7906188734,0.6896428695,-0.634651107,-0.9566162835,-1.1957941638,0.309827876,-1.017696126,2
-0.7624100177,-0.9654250858,-0.5842029803,0.056412295,1.4685642669,0.9881230257,-1.4216412064,2.0813108194,-0.0662501186,0.2531089167,-0.9672372635,0.1978470982,1
0.3685036774,-1.2813440606,-0.5908014052,-1.1659379804,-1.3105328917,-1.2545418026,-0.186871723,-0.3837200904,-0.2921811425,-0.4431558558,-1.2261940372,-1.1751417686,0
-0.1459864583,-0.1537685744,-1.626275474,-1.155813483,-1.1371640283,-0.0580588354,-0.6540065167,-0.1954286866,-0.2927849692,-0.2452220245,-0.7096228898,-1.1439936602,0
-0.5059611421,-0.8730419256,-1.3274351638,-0.6731724853,0.3954847779,-1.5342498656,-0.9743796185,1.5406981145,-0.0374599492,0.1763119332,-0.0999266903,-0.6185288704,1
-0.2401998817,-0.4648985417,-0.6445588096,0.532640221,0.5027792896,0.9440315102,-0.1990487792,-0.0997048012,-0.0649145154,0.2543748134,0.8054868258,0.5586378971,0
-0.9648109284,-0.3794319089,-0.3356141849,-0.5799427301,-0.5185166464,-0.3202929869,0.5960406817,-0.1953536989,-0.9393056213,-1.0757453636,-0.0144602563,-0.6161068372,1
-0.1374295685,0.7966664236,0.869965265,1.0750899113,0.2196871034,1.7287839367,0.823032487,-0.7487080026,-1.4303185817,-1.8222553837,0.049996167,0.9929961857,1
-0.2586394178,-0.5896260386,-0.320319756,0.4790370106,0.050201681,0.8223952501,0.6386026315,-0.5342036974,0.1095427102,0.3668049344,1.2787306307,0.4260472263,2
1.065767962,1.1147050252,0.8984728239,-0.468519578,-0.7105169769,0.2400398383,0.5696829952,-0.6235847948,-0.3944382096,-0.3173067151,0.5873195535,-0.5054772716,2
0.3257421094,0.520124077,-0.0099667779,1.2876044045,1.0428089473,1.2102664394,0.0577735941,-0.2076244296,-0.5296924835,-0.3878606504,1.0541994067,1.2989137125,1
-0.7692127103,-0.9384988568,-1.3258315237,-0.7058331159,-0.6448279034,-1.2476379364,0.6126747577,-0.2057465124,-0.4285736938,-0.4922138177,0.7508604691,-0.7439243863,2
-0.5517068402,-1.0507025873,-0.7434452137,0.1397477746,-0.1431138319,0.6983058726,0.6770687339,-0.5715450104,0.4743041191,0.7578612783,1.1326075361,0.083990794,0
-0.5485690371,0.0274859164,-0.0076743897,-0.3159365261,-0.3931752558,-0.4123750775,0.6477343441,-0.3756103411,0.2019704676,0.2751330153,-0.3743985437,-0.3600230249,1
-0.7398421027,-0.3373999051,0.2147148816,-0.8723100952,-0.0975456665,0.0182583549,-1.2937219141,1.2771027326,0.2405479441,0.1987789009,-0.06017442,-0.8318959966,2
-0.3995202761,-0.4866286827,-0.5663883947,0.4507181426,0.0090540479,1.1037279685,0.3946207825,-0.6104836062,-0.3251980381,-0.1375358994,0.6969780564,0.4224172231,1
-0.4936521781,-0.7974970184,-0.6134180762,0.2997197713,-0.1372335801,0.8215298879,0.7584124892,-0.6463517645,0.1775447478,0.4569663591,1.3754957944,0.2364076293,0
-0.3791445379,-0.3824403472,0.0441719343,0.4861504936,0.1455490052,1.0029579896,0.4595150308,-0.4866528222,-0.2514239224,-0.0365062223,0.5623950558,0.4504592504,2
-1.3256313239,-1.5257859325,-0.6441995138,-0.3306074672,-0.543847302,1.1203944709,0.5693721443,-0.5631133532,-0.3527305685,-0.1631057883,0.1732149298,-0.3694517522,0
0.5460073866,0.4535531397,0.1162194178,1.4549638985,0.5840780387,0.9722413998,0.8101864524,-0.6647585657,0.0814829877,0.342068763,1.1757693094,1.3645059271,2
-1.2672362667,-1.4117477226,-1.8774115089,-1.347200466,-1.5986706574,-0.5913875256,0.4339681075,-0.5593877885,-0.3406364926,-0.3156313799,-0.0121260689,-1.3714571134,2
0.5320048867,0.256070106,1.3573701555,0.4352318774,1.7896641511,-0.6476011529,-1.4356979366,1.780322222,0.4521128931,0.6519731516,-0.685832227,0.5880971644,1
2.3111723251,-0.2904830668,-1.0255256265,0.4408666317,0.9041877581,-2.2284103988,0.2845727679,0.5059917014,1.0223187254,0.9309566895,1.5761204807,0.422594672,0
0.1339854259,0.4327715696,0.1575470465,-0.7594422741,-1.0174427831,-0.6095718876,0.5737365524,-0.6736432644,0.9511887527,0.6266548705,0.2376945758,-0.7959340317,1
0.1745283926,-0.5724707587,-0.01673643,0.8226736637,0.2609483714,0.3836558481,0.7901764032,-0.5713853233,0.956602321,1.203675784,1.1896998366,0.7472454854,0
-1.9431510243,-0.4998852978,-2.6875829212,-1.1670092769,-1.0825260882,-0.9732011817,-1.1587411666,0.1051500382,0.0753626908,0.1947252165,-1.5939227204,-1.1387473282,0
-0.3879261713,0.0998191997,0.1244685867,0.7061286325,0.2657706389,1.5569740523,0.5135167781,-0.5174938257,-1.2541454857,-1.513255522,0.1624465782,0.6630397559,2
-0.1518880689,0.3185350876,0.3725997931,-0.7577639632,-0.9240520303,0.1093636663,0.3757868308,-0.5303875687,0.2191241558,0.1152617868,0.2295411676,-0.7828770928,2
-0.9572892014,-0.9564648009,-0.6485702419,0.0403880848,-0.3558327027,1.1805459809,0.7431880097,-0.6800012776,-0.5826123655,-0.4633671838,0.3244045457,-0.0083911556,1
-0.9005522592,-0.9029164019,-1.2323208014,-1.1848128528,-1.3933901016,-0.7655177768,0.5670204373,-0.5400821431,-0.7504794648,-0.8245916507,0.6459848527,-1.2140692444,2
-0.6955380218,-0.1028494813,0.2104745316,0.4957673653,0.1368459032,1.7205758473,0.542152449,-0.5224829018,-1.3452907476,-1.6659233511,0.0672185722,0.4516549145,1
-0.3033940054,2.5482440094,0.2669803723,-0.4687066966,-0.4363563179,-0.3335721511,0.0507496114,-0.2182604593,0.3800609533,0.5791154312,0.0570783449,-0.476806198,0
0.6991256488,-0.0305215597,-0.291173029,0.8430557066,0.6021470039,0.0399070032,0.6423892663,-0.2589516523,1.9677411413,2.2130878034,0.5606843436,0.782746876,0
-1.4899521057,-0.7816965187,-0.2523982046,-0.7882082167,-0.9252303951,0.5920528611,0.4904234464,-0.5051469813,-0.0143685691,0.0551008567,-0.284849214,-0.8176948348,1
0.404669345,-0.3156342454,-0.427717831,-0.9669288598,-1.1761923666,-0.5261820759,0.0616750604,-0.5948690347,-0.7333119649,-0.8187374945,0.7934777709,-0.9779060044,2
-0.7097402522,-0.7641633582,-0.8506277353,-1.1614933311,-1.4267372173,0.856407335,0.5428780619,-0.6593896075,-0.8292111177,-0.9045608889,0.6003463686,-1.1888309168,1
-1.239692434,-1.7156590603,-1.1106389646,-0.2114573207,-0.5033923015,1.3640611793,0.7523344199,-0.6137613214,-0.7628700369,-0.7292264547,0.9852228904,-0.2632594607,2
-0.8127564394,-0.6206793385,-0.5381372955,-0.4337614717,-0.4385309045,-0.4451172167,0.6871882762,-0.2702459411,-0.7067039628,-0.6817303167,0.4242609233,-0.4776863876,1
0.5528636652,1.0865344738,0.999153011,0.153157507,0.7972864398,-1.1882654906,-0.8987992448,0.690852432,1.2619745233,1.3750329066,-0.3272581346,0.2373335965,1
1.4591328793,2.1971001265,0.6899150797,-0.415369744,0.5512876313,-1.4918918651,-1.9247252188,1.7740119242,0.3251805934,0.5831849532,-0.353460226,-0.3167276434,1
0.2480396331,0.6949422761,0.3098835812,1.2554968282,0.5568374193,1.3305305801,0.7832601235,-0.6136644895,-0.8157058627,-0.7939271243,0.4029706684,1.174366077,1
0.4856574317,0.7610099094,0.3003788852,1.5339176914,1.1133698388,1.2118635248,0.2786140109,-0.2255673861,-0.5177364794,-0.3695705382,0.842742977,1.5143860546,1
0.527255033,-0.1725120726,0.6975583615,0.9345727867,0.3880590189,0.1957552086,0.7732400709,-0.5111399143,0.9489411894,1.1555188407,0.649390047,0.859373203,0
-1.2182535396,-0.7116513288,-2.4013161803,-0.9153918797,-0.7696389983,-1.9346349635,0.5606307795,0.0710652029,-0.9746522301,-1.0631025094,1.4906596124,-0.9501227018,0
-1.0185362806,-0.6220676022,-0.6719070509,0.0643456036,-0.3349941795,1.6139094496,0.691735759,-0.6643117946,-1.2401785935,-1.475447585,0.4467320437,0.0118419864,1
0.4898696224,-1.3119475593,0.1298289805,-1.0593331565,-1.355910048,-0.3733557325,0.5159180344,-0.720151404,0.9008338047,1.0688150038,0.4296897194,-1.087571046,2
0.3043731164,0.7371579959,0.5949945486,-0.6351913648,-0.7229567656,-0.1448420857,0.096940623,-0.4456565827,0.0118607821,-0.0602789399,1.0274928535,-0.645128555,2
-0.1931763901,-0.2543835236,-0.0816132755,0.6126036851,0.3066813037,1.0212454588,0.0471360436,-0.4231257259,-0.1783075457,0.0502166704,0.7453838746,0.617530612,1
1.0485362797,-0.5601970234,-0.7687073623,0.0979863782,0.4658951183,-1.7158845922,0.0609165377,0.2630149365,0.3850380487,0.572871002,-0.072199595,0.0991044804,0
0.2778471222,0.8617172083,0.7412246581,-0.5829240329,-0.6954904762,0.6738699398,0.2765949435,-0.4765509738,-0.4529823269,-0.3763940142,0.2360080259,-0.6034752762,2
-0.2363775451,0.4059012965,1.4827400765,-0.5905150211,-0.7588378027,0.475707609,0.4262418436,-0.5464575759,-0.6762331834,-0.8627914231,0.3265736182,-0.6197662221,2
-0.1854750332,-0.4709808229,-0.7906893775,-0.4416858404,0.3491360834,-1.3097184696,-0.7268967227,1.1024058663,0.7792836508,0.6653157015,-0.9597719909,-0.389277962,2
-0.120817972,0.9118062235,0.5554884951,-0.0478393219,-0.0888033408,-0.4671277688,0.4905085493,-0.2585826696,-0.629341875,-0.6568526308,0.7978331278,-0.0827243188,2
-0.2773420481,0.0215002743,-0.1041516272,0.7967331575,0.9850026645,1.3318693586,0.0439407176,0.2145619236,-1.1510012269,-1.3406254931,-0.8516789276,0.8075156341,1
1.7494721354,0.7815504247,1.5177241479,0.0635641746,0.7584781654,-2.2079769773,-2.0975605366,0.8018193783,2.3318989239,1.8538148876,-1.8321763602,0.2728177506,0
-0.2229521761,-1.263138797,-0.0300573184,-1.0931314663,-1.4077534203,-0.8825745837,0.6057897081,-0.753665356,0.1873107831,0.1536041141,0.1991313496,-1.1263307798,2
-1.5406279381,-1.4185322327,-0.7064262104,-0.4294673231,-0.7650311045,1.5131181578,0.900182143,-0.7598617459,-1.1579569028,-1.3516672021,1.185071844,-0.4860764923,2
0.3825167497,-0.0297095589,-0.164866103,0.8836097354,0.6609760108,0.4358974769,0.221936965,-0.2441022222,0.7390650927,1.0101137444,0.334672791,0.8732721966,0
0.0690150042,0.6567840515,0.5440617151,0.1792911018,0.0486576327,-0.506546426,0.8139833929,-0.3186951307,-0.7394750266,-0.794343818,1.1714078559,0.1147729359,1
0.124919066,-0.0215166434,-0.7441083205,-0.9629388095,-0.7772359111,-0.5933321218,-0.2783979791,0.0612842735,-0.3473550467,-0.3858074477,-0.4207921645,-0.9609717071,1
-1.5226865941,-1.5226633248,-1.3340556723,-0.3552032094,-0.5463370009,1.5816105294,0.304641638,-0.5018727028,-1.1000813161,-1.2235089291,-0.8866945502,-0.3767825114,0
0.6579145431,0.6378677434,1.9949555043,0.6438659506,0.6123494227,-0.4968859109,0.3171671495,-0.0939012809,-0.0345486425,0.2212259929,0.2202482046,0.6204052206,1
0.3507909331,0.694082327,-0.4925172714,-0.8435348225,-1.1493990813,-1.1172193862,0.7554529381,-0.751722125,0.379797543,0.0262346526,0.3477113231,-0.8832238434,1
-1.1863681814,-1.3501251681,-1.0769586211,-0.2365065471,-0.5066662606,1.0222696256,0.6774395481,-0.6019090257,-0.3565418014,-0.1644278673,0.8610919359,-0.2852882895,2
-0.8436466149,-1.1267008953,-0.2241695561,-1.1258936479,-1.3875157483,0.3941913234,0.3626218861,-0.6642984244,0.3738627136,0.5715292299,0.8202002529,-1.1502418177,2
-0.4768923518,-0.5928439937,-0.4746546353,-1.0180046441,-1.2125591548,0.1172747576,0.4486885745,-0.5840936793,0.0950848746,-0.0514312146,0.5197772189,-1.042062939,2
0.8458518823,0.7296337682,0.8835253433,-0.5708293074,-0.1016748166,-0.3172875339,-1.6566860307,0.4844468233,0.5570714432,0.5448746254,-2.8507020084,-0.4916716423,0
0.7704365517,1.4377973491,0.4966659139,-0.5356922319,-0.7973965163,-0.5437720008,0.6175644854,-0.6349575319,-0.3595601596,-0.3273087494,0.1402321789,-0.5749723683,1
-0.2164612925,-0.0705603589,-0.0226665124,0.7688590212,0.9924180208,1.2995572417,-0.2646534465,0.3273944671,-0.6838306417,-0.6185174666,0.0630972179,0.8167928473,2
-0.5048234298,-0.0968934241,0.346421115,0.6036923555,0.4450820805,1.651461016,0.4243746103,-0.2589744448,-1.4065499435,-1.7876836876,0.2585896871,0.5700083255,2
-1.0699153924,-0.8318278079,-0.6677025248,-0.0822361692,-0.0925497558,1.3725387073,0.3159067476,-0.2191442185,-1.0704788027,-1.1911056686,-0.9980352565,-0.105833263,1
-0.2956759019,0.1212742285,-0.3215027043,-0.9093901597,-1.1524892215,0.4807127362,0.5713515772,-0.6604862181,-0.1863718825,-0.1661926647,-0.0365907063,-0.941012239,1
-0.9536741822,-0.9534501686,-1.2540521428,-0.6996968557,-0.4978351737,-0.9021420168,-0.2179344788,0.0725099701,-0.4467312133,-0.4976092368,-0.4261909245,-0.6939828373,1
-0.1875455893,-0.1791053249,-0.3546825807,0.6409731462,0.1893295069,1.081231096,0.5688338721,-0.6000940361,-0.3391285635,-0.1436491314,0.9715057995,0.5937747573,1
-1.1885312013,0.7799861922,0.4442867852,-0.3971305137,-0.4871775083,0.4264023796,0.3517856829,-0.3942314949,-1.0496919917,-1.2253765814,-0.5039912303,-0.420039635,2
-0.7824090259,-1.202976457,-1.411875968,-1.2715042619,-1.5788295648,-1.0352000635,0.5821892492,-0.693227185,-0.3864763838,-0.3205102729,0.6424190028,-1.2999091608,2
2.7727300493,0.2815704842,0.267523731,2.4107179779,2.6191996627,-0.6026931602,-0.3611369909,0.5484332362,3.9494799736,2.9482896532,-0.2059312301,2.4842229583,0
-1.0174202013,-0.3051884833,0.0678541808,0.1020660552,-0.3152889228,1.8181030918,0.7379647819,-0.7117719893,-1.6068168134,-2.1519590055,0.9643163785,0.0435223702,1
-1.9791649942,-1.1940871658,-2.4117197958,-1.221081284,-1.1495589227,-0.8096220116,-0.7109753168,0.2278849368,-1.2116328895,-1.5002325394,-0.5502122115,-1.2137686279,0
0.6502095139,0.741794546,0.957031112,0.2507814802,0.5725049423,-0.9234659402,-0.2162623124,0.2753445394,0.4100702358,0.6296342453,-0.1760929378,0.2772980677,1
-0.6258179346,-0.1339550101,0.6467753775,0.4070648623,0.0309129557,1.713707586,0.5378876047,-0.5424609962,-1.399349374,-1.7541500644,0.8327462858,0.3656182774,1
-0.8804500303,-0.3054731527,-0.454572452,-0.5243405736,-0.4771476952,-0.5587240836,0.6113996667,-0.2043418794,-0.5442302807,-0.4947015113,-0.586457391,-0.5633184542,1
-0.5506317123,-0.2651800641,0.7089222394,-0.1196326825,-0.0031237346,-0.0848975379,0.1435873351,-0.0892032783,-0.1352866488,-0.0314604299,1.029749026,-0.1310430849,0
-1.494423571,-0.4795644823,-0.3192969677,-0.8062176381,-0.8869761296,-0.2386972079,0.5505595114,-0.3928098008,-0.6392706198,-0.5484483207,-0.622662219,-0.8382663571,1
-1.4183763969,-1.119632649,-1.4850201778,-0.9337212504,-0.9725539062,-0.7450150467,0.6635526545,-0.3278409415,-0.4843814345,-0.4327166208,-0.282601749,-0.9697697251,1
-0.7217068996,-1.1752398963,-0.7517012321,0.0656921695,-0.3305656669,0.7239361055,0.8805145092,-0.6471990377,0.2079317998,0.4873091979,0.7343728446,0.0016692008,2
-0.1945556618,-0.016741408,-0.158582569,-0.894985027,-0.8797804292,0.0626068968,-0.0031328319,-0.2072263032,-0.7370283897,-0.8015439143,-0.2213220703,-0.8996401748,0
0.2552191619,0.012399547,-0.539709567,-0.9682712813,-0.918795709,0.1169851758,-1.1500258197,-0.111140206,0.3137869414,0.6087542388,-1.5913390955,-0.9302859988,0
-0.4326195872,-0.3035061411,-0.2203456499,-0.2386363562,-0.0473034596,-0.756250176,0.0880980491,0.047865147,-0.7524620647,-0.9443147295,-1.0231086655,-0.2423231404,1
0.0340455957,0.0473356461,0.5464563347,-0.7891792496,-0.6727967411,0.8746249063,0.1966319015,-0.115481008,0.0274457136,-0.0123289348,-1.4513267654,-0.8088852108,2
-0.0447384912,0.5305737825,-1.6598831695,-1.1767195598,-1.3209900452,1.072457498,0.3833352241,-0.4435484622,0.7483555076,0.9451276667,0.2211362677,-1.1997640295,0
2.3680889304,2.049678561,1.3914816041,3.4761928273,1.6675937129,0.2983295512,0.7862135008,-0.5855210582,1.0912963822,1.3248607526,0.8292995263,3.3355004132,0
-1.2065083882,-0.9725959878,-0.5005367752,-0.1335973961,-0.3730725352,1.6186255389,0.464197867,-0.5533368548,-1.435359903,-1.8202567937,0.5056354569,-0.1665373915,2
2.0919904638,2.3081402318,1.2349105819,3.3162815047,1.6771067595,0.6775333805,0.7997301916,-0.4866344323,-0.1831267436,0.0428416065,0.848029512,3.1975598318,0
-0.2731208009,0.5728565187,0.1631499072,-0.0686953401,-0.2041405823,-0.5561668838,0.6255129746,-0.3948753175,-0.1565040571,-0.037818491,0.3365636931,-0.1121884353,2
-1.0280055531,0.5025042132,0.505267599,-0.404438237,-0.4788619325,0.4341425766,0.3163907099,-0.3802942277,-0.5909491416,-0.7139200491,-0.0586347993,-0.4270952866,2
-0.7485962132,0.0615893343,0.4631002339,-0.2673060409,-0.4562550252,0.167089258,0.7788868561,-0.5393073958,-0.2831767232,-0.1255287858,0.7326707088,-0.319710513,2
1.8470742127,2.1814262895,-0.2153832638,3.1215702299,1.8007766159,0.8611019655,0.3627144721,-0.3424560467,0.0231938494,0.2870792646,1.2711703663,3.0883875721,2
0.9661235994,0.1184666095,-0.0108662416,-0.8052753794,-0.0247485568,-0.7357776995,-1.4491732962,1.330722224,0.0715433754,0.0245207571,-1.6399229395,-0.7545670851,0
0.5688467926,1.3795942036,0.9396834616,-0.512909439,-0.7506056486,0.5456270586,0.6348812992,-0.6259709362,0.3479108635,0.5802175376,0.4023720393,-0.5549598535,2
-1.2137166415,0.0438280314,-0.5300647194,-0.6845619388,-0.6892585225,-0.2496270071,0.2523988676,-0.2607213903,0.0357266289,0.1436583608,-0.0645699227,-0.6980607679,2
0.1544126661,2.1374836059,0.3554311307,-0.4592237098,-0.4715147447,-0.1341397688,0.1163390717,-0.3070184638,0.0121219818,0.1865649011,-0.183961184,-0.4727968476,0
-0.8164112619,-1.3103223919,-1.1239062799,-1.2645902849,-1.5811105612,0.1783093652,0.4804307509,-0.7039479141,-0.1789283802,0.0167653729,0.3757138292,-1.2912868413,2
-0.9019483053,0.4050681243,-0.3310620073,-0.5682562198,-0.5072735619,-0.4558904903,0.4765799738,-0.2188331565,-0.4442123108,-0.5230364849,-0.2754737781,-0.6004189159,1
-0.485962713,-0.6339990108,-0.8725552857,-1.1097604843,-1.2990222941,0.2871157873,-0.3319564405,-0.5036396839,-0.6302138886,-0.6372053936,-0.5502874735,-1.1198214119,2
1.5423342859,-0.6953649905,-1.051415599,0.0854799493,0.6091621346,-2.2853415402,0.2186987019,0.4859829275,3.4500112396,2.7440647656,-0.4148696567,0.0722902991,0
0.1329319245,0.239371458,0.4325367514,-0.0800551337,-0.1914315327,-0.9498350538,0.6552790946,-0.3891089238,-0.8770772447,-0.9310891404,0.8857748049,-0.1270573059,1
1.0497359039,1.1218721554,0.5586290373,-0.5005882071,-0.7010838879,-0.5198604788,0.6709638525,-0.5793420845,-0.0646710785,-0.0554000501,0.3336529964,-0.5425488295,1
0.4598415229,0.3105538811,0.901674372,-0.6535813473,-0.7975228744,0.0780731384,0.4505661729,-0.4769135609,0.9477888927,0.4449363724,0.5975021344,-0.6828268998,2
-0.1625788431,0.207444029,0.4378247585,-0.0225646383,1.965785774,-0.5106046491,-2.5550787968,3.09244067,-0.2629660609,-0.0904087798,-2.3894600125,0.1079766482,2
0.740455398,1.0130849099,0.4082045504,1.9181000478,0.9646932503,1.2011931405,0.5781358066,-0.5456168599,-0.5090800715,-0.3752013352,0.2578024697,1.8511611876,1
-1.1283211059,-0.5727867499,0.0457222903,-0.4452139647,-0.2158528076,0.2209188961,0.0997289668,0.0637752467,-0.6099640141,-0.6045690258,0.1289928968,-0.453178729,2
-0.1416728359,-0.1505677462,-0.2676593151,-0.2027124427,-0.2075985237,-0.9133011022,0.616443856,-0.2440461499,-0.2641137633,-0.1439605617,0.7575310369,-0.2502549842,2
0.8780885561,0.4116778579,1.8529166147,0.6304126484,1.5576081239,-0.7151511357,-1.3977871283,1.1240634977,0.5939450698,0.7796642208,-0.6000641833,0.8194237746,1
0.8715249631,0.6074487601,-0.1547194388,-0.8668640683,-0.9276835737,-1.0609402987,0.0224314836,-0.3671490305,-0.4583920454,-0.5371173532,1.3022026127,-0.8789146232,0
-0.4410035911,-0.3125462128,-0.4708543628,-0.4387889141,-0.407355604,-0.8616855487,0.6342591341,-0.2378318512,-0.1942843678,0.0065733741,0.8156001337,-0.4800684087,1
2.4017396588,2.7364921248,0.8474312318,3.6461304905,1.7606578914,0.7344209582,0.7687066299,-0.5943932186,-0.2552408409,-0.0419035501,1.1435909243,3.5241670143,0
-1.2096144049,-1.2443380175,-0.8294083044,-0.6613558678,-0.678533161,-0.2170315245,0.6373206693,-0.2919798693,-0.5215547791,-0.4645959039,-0.1060389642,-0.6974101481,2
-0.7744694801,-0.5244295945,-0.9885295259,-1.1674322306,-1.4104240865,0.5505803472,0.4930436005,-0.6366605323,-0.4367588908,-0.428774425,0.6789681888,-1.1947085119,0
0.5580778444,0.1751445528,0.6443095113,1.1552487287,0.4065513453,0.6589990845,0.8777996013,-0.6438666522,0.5034575262,0.7893745864,0.7210853089,1.0636544822,2
2.0542862134,0.1665576067,0.1281866241,0.669070881,1.2981747072,-1.906760743,-1.1659765567,0.7566584616,1.6981095893,1.7918818806,0.9379423576,0.813925782,0
-1.0190960531,0.1029812917,-0.5916747158,-0.6471703,-0.5892177567,-0.4648069357,0.3982103142,-0.2028429912,-0.7017184064,-0.6938015141,0.3266332477,-0.6719604303,2
-0.1005166789,0.1710703696,0.5986120657,0.8546796999,0.4598324265,1.1159628697,0.0884766479,-0.4195818352,-0.7141008989,-0.6430747659,-0.0300854167,0.8595372727,1
0.063470228,0.110200079,0.363951865,0.1031521718,0.0003453976,-0.6366711584,0.4307571566,-0.3371275336,0.4775442778,0.66540206,0.5655720958,0.0707396055,1
2.1535017759,2.6856310998,0.9023159313,3.5610203474,1.6839214652,0.7779796347,0.7549380971,-0.5906010432,-0.1194544503,0.1364170837,0.5941275218,3.4428411322,1
0.6986517794,-0.1983592986,0.2111467045,1.1970167331,1.0896020946,0.0635231423,0.1221590245,0.0161113992,1.6782923817,1.7536607085,0.6781947567,1.2098867549,0
-1.2795131715,-1.5285860184,0.5324889371,-0.2773902825,-0.6131919025,1.2273428131,0.6989818954,-0.7056389476,-0.4510141151,-0.3088438692,0.4233356685,-0.3268809956,1
0.7723326896,0.0971474106,0.904234432,0.2311038548,0.7465604944,-1.2305901558,-0.3053646276,0.5537077878,0.4397002318,0.6099347188,-0.355642382,0.2645562567,1
0.3596124788,-0.3903951412,-0.1069709049,0.7590329267,0.4841820402,-0.2405461396,0.6489909612,-0.3149096339,2.4987008863,2.2724276926,0.6315610221,0.694765889,0
0.3664128565,1.3656001929,0.7523123126,1.7135060134,1.5440880156,1.821546547,0.2004218195,0.0242544844,-1.5890118872,-2.1278275051,0.7433784149,1.7341604972,1
2.4698418161,1.4810175182,1.0954578368,2.8079329255,1.5579609847,-0.2685533354,0.746877999,-0.430172432,2.3825616496,2.2094994315,1.3079914871,2.6897094858,0
-1.3366514959,-1.4457857604,-0.9845600771,-0.3513865893,-0.6891909308,1.3102972651,0.8263757658,-0.7102505887,-0.6393363825,-0.5355337759,0.8812602792,-0.4033029655,2
-0.4308484154,-0.4316186094,-0.4918755767,0.4880972129,0.0227236816,1.0251012166,0.496085667,-0.529834723,-0.1922010609,0.0146086501,0.8753010087,0.4470332895,2
-0.3319279038,2.2650647082,0.0802405547,-0.5480393164,0.1219213785,-0.5168183659,-0.7911579383,0.826722754,-0.2041309658,-0.0892063426,-0.7615083751,-0.5018461773,0
0.1148044351,0.4743578484,-0.0175591503,1.227767494,0.5311836787,1.3197342967,0.7473485411,-0.5612627572,-0.7103268971,-0.6419392518,0.7227827399,1.1525130959,1
0.7297464369,-0.1889511186,0.3041255863,0.1092611416,0.642671102,-1.2791016224,-0.2784751881,0.5762806856,-0.1621846421,0.0395644663,-0.6369307249,0.1370412504,1
-0.2749685136,0.1462010549,0.0918812265,0.0627851928,0.1320834661,-0.31041074,0.4803664497,-0.19230062,-0.8498936841,-0.8483419666,0.409157417,0.0284965753,2
-0.199798569,-0.4479962346,-1.1812540584,-1.1269941601,-0.3353610257,0.1831244194,-3.6569915034,2.2765914513,0.0747610618,-0.0468791797,-2.2236158896,-1.0114289918,0
-0.8960754807,-0.9303219039,-1.0733539284,-1.1754527711,-1.4311290349,-0.4041163263,0.4491365712,-0.659562737,-0.4621272651,-0.3860065201,0.5272417615,-1.2002640745,2
-0.8820670052,-2.7062361642,-1.7864487928,-1.4468900838,-1.7535178273,-1.4548958352,0.3927593899,-0.6851687711,0.2153037522,0.4616831399,0.8239425157,-1.4691925537,0
-0.6591191653,-0.1552451174,-0.0859251376,0.3789402718,-0.1649231427,1.5970077684,0.820046686,-0.7280629697,-1.2190957048,-1.4386779365,1.0426614544,0.3071974556,1
-0.2804826853,-0.626129327,-0.8441170791,-1.1079947027,-1.2870452541,-0.0638712342,-0.1893149807,-0.5135365256,-0.6647916749,-0.6620160076,-1.3361856563,-1.1180229179,0
0.0524917923,0.1654224752,0.7582871005,-0.7226975212,-0.9844076732,0.3565762996,0.5410202364,-0.6732623317,0.2764424438,0.3320171324,0.0785525553,-0.756000899,2
0.6243862294,0.7426621719,-0.6405323011,-0.8798511272,-1.1161356358,-0.4614502674,0.6630103922,-0.6411780992,0.8029470731,0.9492786192,0.3951479369,-0.9169738323,1
-2.4152052165,-1.1158050521,-1.6742413216,-1.0394311636,-1.2890276296,0.306295287,0.5378288063,-0.6616574426,-1.4680813446,-1.8978405064,0.7902989737,-1.0685251089,2
